uk,geo_name,geo_network,province_tr,district_tr,erdogan,kilicdaroglu
relation_10222878,İnönü Mahallesi,,İzmir,,5614,12388
relation_10222879,Atatürk Mahallesi,,İzmir,,2051,3663
relation_10222880,İzkent Mahallesi,,İzmir,,1072,2522
relation_10222881,Yakakent Mahallesi,,İzmir,,1744,5313
relation_10222882,Evka-6 Mahallesi,,İzmir,,378,1291
relation_10222883,Evka-2 Mahallesi,,İzmir,,719,2405
relation_10222884,Ahmet Taner Kışlalı Mahallesi,,İzmir,,921,4082
relation_10222885,Aydınlıkevler Mahallesi,,İzmir,,569,2069
relation_10222886,Maltepe Mahallesi,,İzmir,,2807,4574
relation_10268459,Yenişehir Mahallesi,,İzmir,,147,137
relation_10268460,Cengiz Topel Mahallesi,,İzmir,,617,904
relation_10268461,Mersinli Mahallesi,,İzmir,,480,1075
relation_10268462,Umurbey Mahallesi,,İzmir,,62,127
relation_10268463,Halkapınar Mahallesi,,İzmir,,127,271
relation_10268464,Çınarlı Mahallesi,,İzmir,,45,171
relation_10322924,Mevlana Mahallesi,,İzmir,,6561,8806
relation_10322930,Doğanlar Mahallesi,,İzmir,,6996,6391
relation_10323004,Ümit Mahallesi,,İzmir,,1068,1621
relation_10323348,Erzene Mahallesi,,İzmir,,3533,16654
relation_10323355,Evka 3 Mahallesi,,İzmir,,3062,11336
relation_10323396,Atatürk Mahallesi,,İzmir,,2051,3663
relation_10323425,İnönü Mahallesi,,İzmir,,5614,12388
relation_10323444,Evka 4 Mahallesi,,İzmir,,2857,7628
relation_10323518,Kızılay Mahallesi,,İzmir,,3859,7205
relation_10323582,Yalı Mahallesi,,İzmir,,567,1824
relation_10323666,Birlik Mahallesi,,İzmir,,1634,3005
relation_10323692,Çamkule Mahallesi,,İzmir,,2100,1631
relation_10324858,Yeşilova Mahallesi,,İzmir,,195,303
relation_10324927,Kemalpaşa Mahallesi,,İzmir,,3040,3989
relation_10325003,Ergene Mahallesi,,İzmir,,1713,6547
relation_10325030,Merkez Mahallesi,,İzmir,,1613,2387
relation_10325041,Meriç Mahallesi,,İzmir,,2231,3580
relation_10325044,Serintepe Mahallesi,,İzmir,,2140,2396
relation_10325062,Zafer Mahallesi,,İzmir,,964,1803
relation_10325126,Koşukavak Mahallesi,,İzmir,,1830,3638
relation_10325170,Karacaoğlan Mahallesi,,İzmir,,2271,3200
relation_10325187,Yunus Emre Mahallesi,,İzmir,,931,685
relation_10325217,Egemenlik Mahallesi,,İzmir,,613,928
relation_10326373,Laka Mahallesi,,İzmir,,177,150
relation_10326400,Çiçekli Mahallesi,,İzmir,,78,202
relation_10326410,Eğridere Mahallesi,,İzmir,,147,258
relation_10326422,Çamiçi Mahallesi,,İzmir,,85,120
relation_10326423,Beşyol Mahallesi,,İzmir,,146,104
relation_10326424,Gökdere Mahallesi,,İzmir,,44,275
relation_10326438,Karaçam Mahallesi,,İzmir,,227,252
relation_10326439,Kayadibi Mahallesi,,İzmir,,88,81
relation_10326447,Kurudere Mahallesi,,İzmir,,123,217
relation_10326472,Sarnıçköy Mahallesi,,İzmir,,41,34
relation_10340018,Denizköy Mahallesi,,İzmir,,117,167
relation_10340521,Mimar Sinan Mahallesi,,İzmir,,299,570
relation_10340522,Alsancak Mahallesi,,İzmir,,483,3401
relation_10340523,Murat Mahallesi,,İzmir,,1404,1868
relation_10340524,Trakya Mahallesi,,İzmir,,374,721
relation_10340525,Huzur Mahallesi,,İzmir,,599,912
relation_10340526,Boğaziçi Mahallesi,,İzmir,,696,1407
relation_10340527,Emir Sultan Mahallesi,,İzmir,,410,392
relation_10340528,Güney Mahallesi,,İzmir,,1106,928
relation_10340578,Küçükada Mahallesi,,İzmir,,483,652
relation_10340579,Zeytinlik Mahallesi,,İzmir,,2147,2439
relation_10340580,Yenidoğan Mahallesi,,İzmir,,499,663
relation_10340581,Hilal Mahallesi,,İzmir,,973,307
relation_10340582,Ege Mahallesi,,İzmir,,535,516
relation_10340583,Kahramanlar Mahallesi,,İzmir,,563,2306
relation_10340735,Ferahlı Mahallesi,,İzmir,,2143,2497
relation_10340736,Levent Mahallesi,,İzmir,,916,1704
relation_10340741,26 Ağustos Mahallesi,,İzmir,,591,1099
relation_10340764,Ulubatlı Mahallesi,,İzmir,,2602,2747
relation_10340765,Mehmet Akif Mahallesi,,İzmir,,899,973
relation_10340766,Saygı Mahallesi,,İzmir,,1267,1685
relation_10340767,Çınartepe Mahallesi,,İzmir,,720,2924
relation_10340768,Atamer Mahallesi,,İzmir,,537,1684
relation_10340769,Millet Mahallesi,,İzmir,,1235,2075
relation_10340770,Anadolu Mahallesi,,İzmir,,360,898
relation_10340771,Zeybek Mahallesi,,İzmir,,485,727
relation_10340772,Yavuz Selim Mahallesi,,İzmir,,380,691
relation_10340782,İsmet Kaptan Mahallesi,,İzmir,,59,199
relation_10340783,Akdeniz Mahallesi,,İzmir,,39,136
relation_10340784,Kültür Mahallesi,,İzmir,,1672,3989
relation_10340785,İsmet Paşa Mahallesi,,İzmir,,1055,1702
relation_10340820,Akarcalı Mahallesi,,İzmir,,1155,794
relation_10340821,Kocakapı Mahallesi,,İzmir,,891,599
relation_10340822,Oğuzlar Mahallesi,,İzmir,,33,45
relation_10340823,Etiler Mahallesi,,İzmir,,483,275
relation_10340880,Yeşildere Mahallesi,,İzmir,,210,38
relation_10340881,Lale Mahallesi,,İzmir,,1373,1220
relation_10340882,Mehtap Mahallesi,,İzmir,,953,1232
relation_10340886,Ballıkuyu Mahallesi,,İzmir,,831,1062
relation_10340915,Akıncı Mahallesi,,İzmir,,88,111
relation_10340916,Hurşidiye Mahallesi,,İzmir,,20,27
relation_10340917,Kestelli Mahallesi,,İzmir,,17,28
relation_10340918,Güneş Mahallesi,,İzmir,,14,34
relation_10340919,Güzelyurt Mahallesi,,İzmir,,9,10
relation_10340920,Yenigün Mahallesi,,İzmir,,4990,9207
relation_10340921,Konak Mahallesi,,İzmir,,18,38
relation_10340927,Mirali Mahallesi,,İzmir,,265,172
relation_10340928,Faik Paşa Mahallesi,,İzmir,,400,219
relation_10340929,Altınordu Mahallesi,,İzmir,,268,159
relation_10340930,Pazaryeri Mahallesi,,İzmir,,439,218
relation_10340931,Kurtuluş Mahallesi,,İzmir,,1928,3743
relation_10340936,Sakarya Mahallesi,,İzmir,,150,616
relation_10340938,Vezirağa Mahallesi,,İzmir,,43,44
relation_10340939,Kosova Mahallesi,,İzmir,,298,745
relation_10340940,Kadifekale Mahallesi,,İzmir,,651,1003
relation_10340941,Kubilay Mahallesi,,İzmir,,669,566
relation_10344955,Altay Mahallesi,,İzmir,,117,225
relation_10344956,Süvari Mahallesi,,İzmir,,404,500
relation_10344957,Ali Reis Mahallesi,,İzmir,,373,415
relation_10344958,Yeni Mahallesi,,İzmir,,5986,9203
relation_10344959,Uğur Mahallesi,,İzmir,,10,33
relation_10344960,Fevzi Paşa Mahallesi,,İzmir,,12,34
relation_10344961,Yeşiltepe Mahallesi,,İzmir,,113,77
relation_10345100,Odunkapı Mahallesi,,İzmir,,38,82
relation_10345101,Sümer Mahallesi,,İzmir,,16,59
relation_10345102,Yıldız Mahallesi,,İzmir,,5852,9587
relation_10345103,Fatih Mahallesi,,İzmir,,581,838
relation_10345104,Çahabey Mahallesi,,İzmir,,108,213
relation_10345105,Mecidiye Mahallesi,,İzmir,,76,230
relation_10345106,Güngör Mahallesi,,İzmir,,193,550
relation_10345107,Atilla Mahallesi,,İzmir,,2200,5551
relation_10345108,Altıntaş Mahallesi,,İzmir,,842,2963
relation_10345109,Barbaros Mahallesi,,İzmir,,164,191
relation_10345950,Tuzcu Mahallesi,,İzmir,,403,561
relation_10345951,Türkyılmaz Mahallesi,,İzmir,,63,116
relation_10345952,Kahraman Mescit Mahallesi,,İzmir,,35,50
relation_10345953,Tan Mahallesi,,İzmir,,21,20
relation_10345954,Ülkü Mahallesi,,İzmir,,271,411
relation_10347758,Aziziye Mahallesi,,İzmir,,87,163
relation_10347759,Dolaplıkuyu Mahallesi,,İzmir,,211,303
relation_10347760,Dayıemir Mahallesi,,İzmir,,146,243
relation_10347761,Tınaztepe Mahallesi,,İzmir,,405,723
relation_10347762,Selçuk Mahallesi,,İzmir,,475,660
relation_10347763,Şehit Nedim Tuğaltay Mahallesi,,İzmir,,38,64
relation_10347764,Bozkurt Mahallesi,,İzmir,,39,61
relation_10347765,Namık Kemal Mahallesi,,İzmir,,93,124
relation_10347859,Kocatepe Mahallesi,,İzmir,,439,887
relation_10347860,Zafertepe Mahallesi,,İzmir,,2597,5412
relation_10347861,Güneşli Mahallesi,,İzmir,,88,98
relation_10348639,19 Mayıs Mahallesi,,İzmir,,616,1085
relation_10348640,Hasan Özdemir Mahallesi,,İzmir,,398,1275
relation_10348641,2.Kadriye Mahallesi,,İzmir,,1607,2167
relation_10348642,1.Kadriye Mahallesi,,İzmir,,892,3143
relation_10348643,Duatepe Mahallesi,,İzmir,,494,980
relation_10348644,Çimentepe Mahallesi,,İzmir,,572,1349
relation_10348679,Mehmet Ali Akman Mahallesi,,İzmir,,538,4406
relation_10348680,Güzelyalı Mahallesi,,İzmir,,1610,11274
relation_10348681,Göztepe Mahallesi,,İzmir,,1345,10447
relation_10348682,Çankaya Mahallesi,,İzmir,,1001,6602
relation_10348683,Mithatpaşa Mahallesi,,İzmir,,176,299
relation_10348684,Murat Reis Mahallesi,,İzmir,,1417,7060
relation_10348685,Piri Reis Mahallesi,,İzmir,,550,2876
relation_10348686,Kemal Reis Mahallesi,,İzmir,,506,1924
relation_10348687,Akın Simav Mahallesi,,İzmir,,476,2336
relation_10348688,Kılıç Reis Mahallesi,,İzmir,,1033,3923
relation_10348689,Turgut Reis Mahallesi,,İzmir,,364,1687
relation_10351865,Üçkuyular Mahallesi,,İzmir,,985,5981
relation_10351866,Fahrettin Altay Mahallesi,,İzmir,,1064,6003
relation_10353642,Örnekköy Mahallesi,,İzmir,,4608,11798
relation_10353643,İnönü Mahallesi,,İzmir,,5614,12388
relation_10353644,İmbatlı Mahallesi,,İzmir,,1344,4293
relation_10353645,Cumhuriyet Mahallesi,,İzmir,,214,301
relation_10356367,Gürpınar Mahallesi,,İzmir,,3435,3983
relation_10356368,Yeşilçam Mahallesi,,İzmir,,1254,1090
relation_10357363,Kavaklıdere Mahallesi,,İzmir,,1148,788
relation_10357600,Naldöken Mahallesi,,İzmir,,2272,4054
relation_10357613,Yakaköy Mahallesi,,İzmir,,360,647
relation_10357702,Siteler Mahallesi,,İzmir,,2892,5483
relation_10357703,Maltepe Mahallesi,,İzmir,,2807,4574
relation_10359320,Teleferik Mahallesi,,İzmir,,1516,4904
relation_10359321,Fevzi Çakmak Mahallesi,,İzmir,,1753,6075
relation_10359322,Çetin Emeç Mahallesi,,İzmir,,1898,6175
relation_10359323,Eğitim Mahallesi,,İzmir,,2480,7605
relation_10359324,Onur Mahallesi,,İzmir,,2686,9250
relation_10359325,Korutürk Mahallesi,,İzmir,,1372,7260
relation_10359326,İnciraltı Mahallesi,,İzmir,,152,440
relation_10359327,Bahçelerarası Mahallesi,,İzmir,,168,255
relation_10364077,Yamanlar Mahallesi,,İzmir,,4308,7765
relation_10364078,Sancaklı Mahallesi,,İzmir,,77,55
relation_10364079,Latife Hanım Mahallesi,,İzmir,,614,855
relation_10364080,Zübeyde Hanım Mahallesi,,İzmir,,3630,8001
relation_10364081,Mustafa Kemal Mahallesi,,İzmir,,6275,5818
relation_10364200,Huzur Mahallesi,,İzmir,,599,912
relation_10364201,Limanreis Mahallesi,,İzmir,,385,1678
relation_10364202,Çatalkaya Mahallesi,,İzmir,,565,4348
relation_10364203,Narlı Mahallesi,,İzmir,,635,5044
relation_10364204,2. İnönü Mahallesi,,İzmir,,1010,5175
relation_10364205,Atatürk Mahallesi,,İzmir,,2051,3663
relation_10364206,Çamtepe Mahallesi,,İzmir,,623,3927
relation_10364207,Yenikale Mahallesi,,İzmir,,499,3558
relation_10364208,Ilıca Mahallesi,,İzmir,,152,665
relation_10364209,Altıevler Mahallesi,,İzmir,,280,1200
relation_10364210,Sahilevleri Mahallesi,,İzmir,,196,1121
relation_10395414,Esentepe Mahallesi,,İzmir,,955,2991
relation_10521603,Çelebi Mahallesi,,İzmir,,359,1433
relation_10521604,Yaka Mahallesi,,İzmir,,51,363
relation_10521605,Atatürk Mahallesi,,İzmir,,2051,3663
relation_10521606,Kahramandere Mahallesi,,İzmir,,381,3286
relation_10521836,Hürriyet Mahallesi,,İzmir,,2867,7231
relation_10521837,Çaldıran Mahallesi,,İzmir,,1285,1158
relation_10521838,Güven Mahallesi,,İzmir,,1155,3588
relation_10521839,Laleli Mahallesi,,İzmir,,1460,3402
relation_10521840,Çamlık Mahallesi,,İzmir,,160,117
relation_10521841,Yiğitler Mahallesi,,İzmir,,2617,7389
relation_10521842,Dicle Mahallesi,,İzmir,,1705,2464
relation_10521852,Barış Mahallesi,,İzmir,,2534,6842
relation_10521853,Ufuk Mahallesi,,İzmir,,4447,6541
relation_10521867,Yaylacık Mahallesi,,İzmir,,3778,7913
relation_10521868,Menderes Mahallesi,,İzmir,,53,38
relation_10521877,Şirinkapı Mahallesi,,İzmir,,951,1808
relation_10521878,Aydoğdu Mahallesi,,İzmir,,2002,4123
relation_10521886,Adatepe Mahallesi,,İzmir,,3145,8481
relation_10521966,Murathan Mahallesi,,İzmir,,784,1910
relation_10521967,İzkent Mahallesi,,İzmir,,1072,2522
relation_10521968,Çağdaş Mahallesi,,İzmir,,519,1256
relation_10521969,Cumhuriyet Mahallesi,,İzmir,,214,301
relation_10521970,Karanfil Mahallesi,,İzmir,,917,1851
relation_10521971,Gaziler Mahallesi,,İzmir,,31,8
relation_10523791,İnkılap Mahallesi,,İzmir,,436,536
relation_10547501,Dumlupınar Mahallesi,,İzmir,,639,2058
relation_10547502,Vali Rahmi Bey Mahallesi,,İzmir,,1241,4699
relation_10547503,Efeler Mahallesi,,İzmir,,3457,10331
relation_10547504,Akıncılar Mahallesi,,İzmir,,2523,5392
relation_10547505,Fırat Mahallesi,,İzmir,,5449,7838
relation_10553872,Seyhan Mahallesi,,İzmir,,724,1035
relation_10553873,Kozağaç Mahallesi,,İzmir,,4477,9846
relation_10553874,Atatürk Mahallesi,,İzmir,,2051,3663
relation_10553875,Kuruçeşme Mahallesi,,İzmir,,2346,7696
relation_10553876,Zafer Mahallesi,,İzmir,,964,1803
relation_10553925,Yenigün Mahallesi,,İzmir,,4990,9207
relation_10553926,Göksu Mahallesi,,İzmir,,9041,8440
relation_10562903,Yıldız Mahallesi,,İzmir,,5852,9587
relation_10562904,Buca Koop Mahallesi,,İzmir,,3469,9559
relation_10562905,Çamlıkule Mahallesi,,İzmir,,5251,8450
relation_10562906,Çamlıpınar Mahallesi,,İzmir,,2569,4703
relation_10562907,Mustafa Kemal Mahallesi,,İzmir,,6275,5818
relation_10562908,İnönü Mahallesi,,İzmir,,5614,12388
relation_10562909,Yeşilbağlar Mahallesi,,İzmir,,5137,6338
relation_10562971,29 Ekim Mahallesi,,İzmir,,413,500
relation_10587691,Kaynaklar Merkez Mahallesi,,İzmir,,679,427
relation_10587710,Yıldızlar Mahallesi,,İzmir,,323,56
relation_10587731,Kırklar Mahallesi,,İzmir,,488,682
relation_10587737,Doğancılar Mahallesi,,İzmir,,115,89
relation_10587757,Belenbaşı Mahallesi,,İzmir,,480,588
relation_10587758,Karacaağaç Mahallesi,,İzmir,,288,300
relation_10627211,Poligon Mahallesi,,İzmir,,383,2647
relation_10627212,Muammer Akar Mahallesi,,İzmir,,698,4782
relation_10627213,General Kazım Özalp Mahallesi,,İzmir,,848,2710
relation_10627219,Bahçelievler Mahallesi,,İzmir,,1130,2610
relation_10627220,Arap Hasan Mahallesi,,İzmir,,1215,5739
relation_10627221,Basın Sitesi Mahallesi,,İzmir,,1933,10022
relation_10627222,Esenyalı Mahallesi,,İzmir,,703,4989
relation_10627234,Şehitler Mahallesi,,İzmir,,847,1201
relation_10627235,Metin Oktay Mahallesi,,İzmir,,1300,3379
relation_10627236,Adnan Süvari Mahallesi,,İzmir,,687,2279
relation_10627240,Esenlik Mahallesi,,İzmir,,1569,4104
relation_10627241,Vatan Mahallesi,,İzmir,,5638,11294
relation_10627242,Maliyeciler Mahallesi,,İzmir,,1213,2917
relation_10627262,Osman Aksüner Mahallesi,,İzmir,,190,322
relation_10627263,General Asım Gündüz Mahallesi,,İzmir,,381,706
relation_10627264,Çalıkuşu Mahallesi,,İzmir,,3034,4269
relation_10627265,Bahar Mahallesi,,İzmir,,2445,5096
relation_10627266,Doğanay Mahallesi,,İzmir,,2001,5742
relation_10627267,Reis Mahallesi,,İzmir,,1915,5301
relation_10627268,Aşık Veysel Mahallesi,,İzmir,,488,684
relation_10627475,Gülyaka Mahallesi,,İzmir,,3025,4591
relation_10627476,Kazım Karabekir Mahallesi,,İzmir,,2868,5486
relation_10627477,Refet Bele Mahallesi,,İzmir,,3427,4407
relation_10627478,Tahsin Yazıcı Mahallesi,,İzmir,,1974,3852
relation_10627479,Salih Omurtak Mahallesi,,İzmir,,1892,1760
relation_10627494,Tırazlı Mahallesi,,İzmir,,74,32
relation_10627495,Kavacık Mahallesi,,İzmir,,319,174
relation_10627496,Cennetoğlu Mahallesi,,İzmir,,1088,1584
relation_10627497,Sarıyer Mahallesi,,İzmir,,2506,3080
relation_10627498,Bozyaka Mahallesi,,İzmir,,4917,5269
relation_10627882,Yaşar Kemal Mahallesi,,İzmir,,2025,2992
relation_10627883,Uzundere Mahallesi,,İzmir,,498,2199
relation_10627899,Peker Mahallesi,,İzmir,,3765,2909
relation_10627900,Yurdoğlu Mahallesi,,İzmir,,2360,4968
relation_10627901,Cennetçeşme Mahallesi,,İzmir,,868,1043
relation_10627915,Aydın Mahallesi,,İzmir,,2555,2857
relation_10627918,Yunus Emre Mahallesi,,İzmir,,931,685
relation_10627947,Günaltay Mahallesi,,İzmir,,6548,6057
relation_10627948,Barış Mahallesi,,İzmir,,2534,6842
relation_10627949,Sevgi Mahallesi,,İzmir,,1131,4488
relation_10627950,Uğur Mumcu Mahallesi,,İzmir,,882,3007
relation_10627951,Selvili Mahallesi,,İzmir,,2566,3212
relation_10627952,Karabağlar Mahallesi,,İzmir,,2177,2814
relation_10627981,Abdi İpekçi Mahallesi,,İzmir,,1802,2242
relation_10627982,İhsan Alyanak Mahallesi,,İzmir,,2660,3284
relation_10628120,Ali Fuat Erden Mahallesi,,İzmir,,418,941
relation_10628121,Gazi Mahallesi,,İzmir,,3375,7407
relation_10628122,Özgür Mahallesi,,İzmir,,2276,1247
relation_10628123,Yüzbaşı Şerafettin Mahallesi,,İzmir,,1875,1875
relation_10628124,Devrim Mahallesi,,İzmir,,2745,2376
relation_10628298,Ali Fuat Cebesoy Mahallesi,,İzmir,,3399,4433
relation_10628299,Kibar Mahallesi,,İzmir,,1890,1442
relation_10628300,Umut Mahallesi,,İzmir,,2693,3565
relation_10628301,Bahriye Üçok Mahallesi,,İzmir,,931,847
relation_10628302,Limontepe Mahallesi,,İzmir,,1309,1743
relation_10663746,Irmak Mahallesi,,İzmir,,3404,7109
relation_10663747,Zafer Mahallesi,,İzmir,,964,1803
relation_10663748,Aktepe Mahallesi,,İzmir,,113,237
relation_10663749,Emrez Mahallesi,,İzmir,,1651,1949
relation_10663750,Binbaşı Reşatbey Mahallesi,,İzmir,,591,1646
relation_10663751,Gazi Mahallesi,,İzmir,,3375,7407
relation_10663752,Atıfbey Mahallesi,,İzmir,,3168,8277
relation_10663753,Yeşil Mahallesi,,İzmir,,1765,4609
relation_10663754,Gazikent Mahallesi,,İzmir,,1152,4062
relation_10663755,Sevgi Mahallesi,,İzmir,,1131,4488
relation_10663756,Beyazevler Mahallesi,,İzmir,,1227,2941
relation_10663757,Dokuz Eylül Mahallesi,,İzmir,,2367,4052
relation_10663758,Menderes Mahallesi,,İzmir,,53,38
relation_10663759,Atatürk Mahallesi,,İzmir,,2051,3663
relation_10663760,Fatih Mahallesi,,İzmir,,581,838
relation_10663761,Hürriyet Mahallesi,,İzmir,,2867,7231
relation_10663975,Payamlı Mahallesi,,İzmir,,84,144
relation_10663976,Küçükkaya Mahallesi,,İzmir,,78,134
relation_10663977,Mustafa Kemal Paşa Mahallesi,,İzmir,,501,1945
relation_10663978,Yelki Mahallesi,,İzmir,,751,3362
relation_10663979,Çamlı Mahallesi,,İzmir,,233,1146
relation_10816692,Atatürk Mahallesi,,İzmir,,2051,3663
relation_10911859,Alaçatı Mahallesi,,İzmir,,1547,5698
relation_10911860,Germiyan Mahallesi,,İzmir,,299,863
relation_10911861,Karaköy Mahallesi,,İzmir,,140,30
relation_10911862,Ildır Mahallesi,,İzmir,,107,475
relation_11158062,Çaltılıdere Mahallesi,,İzmir,,179,349
relation_11158063,Çakmaklı Mahallesi,,İzmir,,165,401
relation_11158082,Horozgediği Mahallesi,,İzmir,,109,111
relation_11158291,Mimar Sinan Mahallesi,,İzmir,,299,570
relation_11158292,Fatih Mahallesi,,İzmir,,581,838
relation_11158293,Bozköy Mahallesi,,İzmir,,265,157
relation_11158462,Şehitkemal Mahallesi,,İzmir,,222,290
relation_11158463,B.Hayrettin Paşa Mahallesi,,İzmir,,436,532
relation_11158473,Yukarı Şehitkemal Mahallesi,,İzmir,,73,339
relation_11158525,Karakuzu Mahallesi,,İzmir,,278,161
relation_11158526,Uzunhasanlar Mahallesi,,İzmir,,73,132
relation_11158527,Çıtak Mahallesi,,İzmir,,248,179
relation_11158549,Çoraklar Mahallesi,,İzmir,,29,26
relation_11158585,Karaköy Mahallesi,,İzmir,,140,30
relation_11158751,Kalabak Mahallesi,,İzmir,,231,101
relation_11158817,Hacıömerli Mahallesi,,İzmir,,330,329
relation_11158833,Kapukaya Mahallesi,,İzmir,,110,24
relation_11158837,Yüksekköy Mahallesi,,İzmir,,101,26
relation_11158875,Aşağışakran Mahallesi,,İzmir,,87,107
relation_11158876,Bahçedere Mahallesi,,İzmir,,871,1953
relation_11160084,Dağıstan Mahallesi,,İzmir,,333,84
relation_11160085,Seklik Mahallesi,,İzmir,,134,90
relation_11160100,Rahmanlar Mahallesi,,İzmir,,80,21
relation_11160317,Balıklıova Mahallesi,,İzmir,,202,699
relation_11160327,Bademler Mahallesi,,İzmir,,91,1600
relation_11160339,Yemişlik Mahallesi,,İzmir,,423,632
relation_11160340,Tepeköy Mahallesi,,İzmir,,36,793
relation_11160446,Bahçeli Mahallesi,,İzmir,,303,257
relation_11160769,Tuzçullu Mahallesi,,İzmir,,52,140
relation_11160811,29 Ekim Mahallesi,,İzmir,,413,500
relation_11160812,9 Eylül Mahallesi,,İzmir,,1267,5014
relation_11160965,İstiklal Mahallesi,,İzmir,,1060,1333
relation_11160966,30 Ağustos Mahallesi,,İzmir,,2905,9447
relation_11161040,Günerli Mahallesi,,İzmir,,41,87
relation_11161045,Gazi Mahallesi,,İzmir,,3375,7407
relation_11161046,Cumhuriyet Mahallesi,,İzmir,,214,301
relation_11161052,Villakent Mahallesi,,İzmir,,208,1542
relation_11161054,Mustafa Kemal Atatürk Mahallesi,,İzmir,,1271,3433
relation_11161056,İnönü Mahallesi,,İzmir,,5614,12388
relation_11161057,Gazi Mustafa Kemal Mahallesi,,İzmir,,515,1124
relation_11161063,85.Yıl Cumhuriyet Mahallesi,,İzmir,,146,380
relation_11161138,Güney Mahallesi,,İzmir,,1106,928
relation_11161168,Gökçealan Mahallesi,,İzmir,,204,514
relation_11161245,Güvendik Mahallesi,,İzmir,,364,1973
relation_11161312,İskele Mahallesi,,İzmir,,305,1195
relation_11161417,Bozyerler Mahallesi,,İzmir,,141,57
relation_11161458,Havuzbaşı Mahallesi,,İzmir,,21,241
relation_11161505,Kesik Mahallesi,,İzmir,,240,284
relation_11162794,Salihler Mahallesi,,İzmir,,523,2486
relation_11163044,Kabakum Mahallesi,,İzmir,,317,1173
relation_11163053,Mersin Alanı Mahallesi,,İzmir,,682,1474
relation_11163080,Gümüldür Cumhuriyet Mahallesi,,İzmir,,245,387
relation_11163689,Kıratlı Mahallesi,,İzmir,,194,292
relation_11186102,Denizli Mahallesi,,İzmir,,425,2247
relation_11269139,Yelaltı Mahallesi,,İzmir,,464,1814
relation_11269140,Yenikent Mahallesi,,İzmir,,240,467
relation_11269141,Şirinkent Mahallesi,,İzmir,,213,1150
relation_11269142,Kalabak Mahallesi,,İzmir,,231,101
relation_11269143,M.Fevzi Çakmak Mahallesi,,İzmir,,541,1767
relation_11269144,Zeytinalanı Mahallesi,,İzmir,,454,1133
relation_11269145,Çamlıçay Mahallesi,,İzmir,,348,1702
relation_11269302,Hacı İsa Mahallesi,,İzmir,,214,937
relation_11269303,Yenice Mahallesi,,İzmir,,40,49
relation_11269304,Ovacık Mahallesi,,İzmir,,91,158
relation_11271414,Camiatik Mahallesi,,İzmir,,185,400
relation_11271415,Naipli Mahallesi,,İzmir,,71,160
relation_11271416,Yeni Mahallesi,,İzmir,,5986,9203
relation_11271597,Torbalı Mahallesi,,İzmir,,5432,8657
relation_11271598,Alpkent Mahallesi,,İzmir,,2293,3706
relation_11271599,Yedi Eylül Mahallesi,,İzmir,,932,1112
relation_11271600,Ertuğrul Mahallesi,,İzmir,,566,1171
relation_11271601,Karşıyaka Mahallesi,,İzmir,,513,914
relation_11271602,Atatürk Mahallesi,,İzmir,,2051,3663
relation_11271845,Mustafa Kemal Atatürk Mahallesi,,İzmir,,1271,3433
relation_11271846,Çaybaşı Mahallesi,,İzmir,,341,633
relation_11271847,Yeni Mahalle,,İzmir,,2277,6327
relation_11271848,Cumhuriyet Mahallesi,,İzmir,,214,301
relation_11271849,Muratbey Mahallesi,,İzmir,,4004,9250
relation_11271899,Kazım Dirik Mahallesi,,İzmir,,1855,3706
relation_11271900,Yenibağarası Mahallesi,,İzmir,,640,1172
relation_11274520,Hacıveli Mahallesi,,İzmir,,364,1122
relation_11274541,Kemal Atatürk Mahallesi,,İzmir,,214,411
relation_11274694,Kemal Atatürk Mahallesi,,İzmir,,214,411
relation_11280971,Gölcük Mahallesi,,İzmir,,1232,2544
relation_11280972,İncirli Pınar Mahallesi,,İzmir,,581,2308
relation_11281274,Mareşal Fevzi Çakmak Mahallesi,,İzmir,,254,394
relation_11281314,Cumhuriyet Mahallesi,,İzmir,,214,301
relation_11281315,Kozbeyli Mahallesi,,İzmir,,149,384
relation_11281316,Ilıpınar Mahallesi,,İzmir,,191,399
relation_11281323,Yeniköy Mahallesi,,İzmir,,63,147
relation_11282362,Fevzi Çakmak Mahallesi,,İzmir,,1753,6075
relation_11282363,Mustafa Kemal Atatürk Mahallesi,,İzmir,,1271,3433
relation_11282364,Koca Mehmetler Mahallesi,,İzmir,,10,111
relation_11282426,Atatürk Mahallesi,,İzmir,,2051,3663
relation_11282427,Fevzipaşa Mahallesi,,İzmir,,659,927
relation_11282428,İsmetpaşa Mahallesi,,İzmir,,2030,4850
relation_11282429,Fatih Mahallesi,,İzmir,,581,838
relation_11284528,Osmaniye Mahallesi,,İzmir,,922,1025
relation_11284529,Poyracık Mahallesi,,İzmir,,1966,2055
relation_11284531,Yeni Mahalle,,İzmir,,2277,6327
relation_11284941,Türkcedit Mahallesi,,İzmir,,469,853
relation_11284942,Fatih Mahallesi,,İzmir,,581,838
relation_11285098,Dündarlı Mahallesi,,İzmir,,54,189
relation_11285133,Işıklar Mahallesi,,İzmir,,576,936
relation_11285134,Yayakent Mahallesi,,İzmir,,377,543
relation_11285299,Cumalı Mahallesi,,İzmir,,63,90
relation_11285665,Irmak Mahallesi,,İzmir,,3404,7109
relation_11285666,Esatpaşa Mahallesi,,İzmir,,2180,4170
relation_11285667,Ulus Mahallesi,,İzmir,,855,1241
relation_11285668,Zeytinlik Mahallesi,,İzmir,,2147,2439
relation_11358218,Hürriyet Mahallesi,,İzmir,,2867,7231
